datetime,province,temp,wind_dir,wind_speed
2020-08-28 04:00:00,Saraburi,27.6,220,3
2020-08-28 07:00:00,Saraburi,28.4,185,4
2020-08-28 10:00:00,Saraburi,30.3,180,9
2020-08-28 13:00:00,Saraburi,25.7,190,13
2020-08-28 16:00:00,Saraburi,24.7,170,8
2020-08-28 19:00:00,Saraburi,24.3,170,6
2020-08-28 22:00:00,Saraburi,23.9,185,6
2020-08-29 01:00:00,Saraburi,25.1,155,5
2020-08-29 04:00:00,Saraburi,29.0,205,9
2020-08-29 07:00:00,Saraburi,31.9,190,6
2020-08-29 10:00:00,Saraburi,32.5,215,4
2020-08-29 13:00:00,Saraburi,28.2,140,7
2020-08-29 16:00:00,Saraburi,26.6,140,7
2020-08-29 19:00:00,Saraburi,25.6,160,7
2020-08-29 22:00:00,Saraburi,24.8,145,8
2020-08-30 01:00:00,Saraburi,25.8,140,7
2020-08-30 04:00:00,Saraburi,30.2,190,9
2020-08-30 07:00:00,Saraburi,32.8,200,5
2020-08-30 10:00:00,Saraburi,32.4,135,3
2020-08-30 13:00:00,Saraburi,28.1,135,7
2020-08-30 16:00:00,Saraburi,26.5,145,9
2020-08-30 19:00:00,Saraburi,25.3,140,7
2020-08-30 22:00:00,Saraburi,24.7,140,7
2020-08-31 01:00:00,Saraburi,25.7,130,7
2020-08-31 04:00:00,Saraburi,30.2,145,10
2020-08-31 07:00:00,Saraburi,32.4,170,4
2020-08-31 10:00:00,Saraburi,32.4,140,2
2020-08-31 13:00:00,Saraburi,28.4,135,5
2020-08-31 16:00:00,Saraburi,25.9,100,7
2020-08-31 19:00:00,Saraburi,25.6,85,3
2020-08-31 22:00:00,Saraburi,24.8,315,2
2020-09-01 01:00:00,Saraburi,24.7,355,2
2020-09-01 04:00:00,Saraburi,25.3,325,6
2020-09-01 07:00:00,Saraburi,29.5,310,7
2020-09-01 10:00:00,Saraburi,29.6,305,8
2020-09-01 13:00:00,Saraburi,26.7,315,5
2020-09-01 16:00:00,Saraburi,26.1,320,1
2020-09-01 19:00:00,Saraburi,25.4,175,4
2020-09-01 22:00:00,Saraburi,24.8,155,1
2020-09-02 01:00:00,Saraburi,25.9,225,1
2020-09-02 04:00:00,Saraburi,29.8,270,7
2020-09-02 07:00:00,Saraburi,32.1,300,9
2020-09-02 10:00:00,Saraburi,32.4,330,6
2020-09-02 13:00:00,Saraburi,28.7,10,2
2020-09-02 16:00:00,Saraburi,27.5,115,4
2020-09-02 19:00:00,Saraburi,25.5,160,8
2020-09-02 22:00:00,Saraburi,24.9,180,3
2020-09-03 01:00:00,Saraburi,25.9,185,2
