,datetime,province,temp,wind_dir,wind_speed
326,2020-08-10 19:00:00,Chiangmai,22.9,200,2
327,2020-08-10 22:00:00,Chiangmai,22.3,185,1
328,2020-08-11 01:00:00,Chiangmai,23.3,195,2
329,2020-08-11 04:00:00,Chiangmai,27.4,190,5
330,2020-08-11 07:00:00,Chiangmai,30.2,200,6
331,2020-08-11 10:00:00,Chiangmai,29.5,210,6
332,2020-08-11 13:00:00,Chiangmai,25.1,195,6
333,2020-08-11 16:00:00,Chiangmai,23.7,190,4
334,2020-08-11 19:00:00,Chiangmai,22.9,220,1
335,2020-08-11 22:00:00,Chiangmai,22.4,215,0
336,2020-08-12 01:00:00,Chiangmai,22.8,290,0
337,2020-08-12 04:00:00,Chiangmai,27.3,220,1
338,2020-08-12 07:00:00,Chiangmai,30.3,200,0
339,2020-08-12 10:00:00,Chiangmai,29.5,220,3
340,2020-08-12 13:00:00,Chiangmai,24.7,165,4
341,2020-08-12 16:00:00,Chiangmai,23.7,220,2
342,2020-08-12 19:00:00,Chiangmai,23.4,155,4
343,2020-08-12 22:00:00,Chiangmai,22.7,155,5
344,2020-08-13 01:00:00,Chiangmai,22.7,140,2
345,2020-08-13 04:00:00,Chiangmai,26.8,175,2
346,2020-08-13 07:00:00,Chiangmai,27.9,170,6
347,2020-08-13 10:00:00,Chiangmai,27.7,170,5
348,2020-08-13 13:00:00,Chiangmai,24.3,170,6
349,2020-08-13 16:00:00,Chiangmai,23.5,160,3
350,2020-08-13 19:00:00,Chiangmai,23.2,225,1
351,2020-08-13 22:00:00,Chiangmai,22.9,150,2
352,2020-08-14 01:00:00,Chiangmai,23.1,190,3
353,2020-08-14 04:00:00,Chiangmai,25.6,170,7
354,2020-08-14 07:00:00,Chiangmai,26.5,185,6
355,2020-08-14 10:00:00,Chiangmai,23.9,165,5
356,2020-08-14 13:00:00,Chiangmai,23.5,175,6
357,2020-08-14 16:00:00,Chiangmai,22.8,215,3
358,2020-08-14 19:00:00,Chiangmai,22.4,155,2
359,2020-08-14 22:00:00,Chiangmai,22.1,165,2
360,2020-08-15 01:00:00,Chiangmai,22.9,180,3
361,2020-08-15 04:00:00,Chiangmai,25.4,175,6
362,2020-08-15 07:00:00,Chiangmai,24.4,175,5
363,2020-08-15 10:00:00,Chiangmai,23.6,160,2
364,2020-08-15 13:00:00,Chiangmai,22.8,195,3
365,2020-08-15 16:00:00,Chiangmai,21.9,165,3
366,2020-08-15 19:00:00,Chiangmai,21.9,175,2
367,2020-08-15 22:00:00,Chiangmai,21.7,200,1
368,2020-08-16 01:00:00,Chiangmai,21.8,230,2
369,2020-08-16 04:00:00,Chiangmai,22.6,210,2
370,2020-08-16 07:00:00,Chiangmai,25.4,240,3
371,2020-08-16 10:00:00,Chiangmai,26.8,175,4
372,2020-08-16 13:00:00,Chiangmai,23.5,195,3
373,2020-08-16 16:00:00,Chiangmai,22.6,195,2
374,2020-08-16 19:00:00,Chiangmai,22.2,185,2
375,2020-08-16 22:00:00,Chiangmai,21.4,215,1
376,2020-08-17 01:00:00,Chiangmai,22.1,255,2
377,2020-08-17 04:00:00,Chiangmai,26.5,185,3
378,2020-08-17 07:00:00,Chiangmai,25.6,240,4
379,2020-08-17 10:00:00,Chiangmai,24.0,45,3
380,2020-08-17 13:00:00,Chiangmai,22.4,275,1
381,2020-08-17 16:00:00,Chiangmai,21.9,105,0
382,2020-08-17 19:00:00,Chiangmai,21.3,5,1
383,2020-08-17 22:00:00,Chiangmai,20.8,315,1
384,2020-08-18 01:00:00,Chiangmai,21.4,255,2
385,2020-08-18 04:00:00,Chiangmai,22.1,130,0
386,2020-08-18 07:00:00,Chiangmai,22.7,315,2
387,2020-08-18 10:00:00,Chiangmai,22.8,150,2
388,2020-08-18 13:00:00,Chiangmai,21.9,325,1
389,2020-08-18 16:00:00,Chiangmai,21.6,320,1
390,2020-08-18 19:00:00,Chiangmai,21.2,190,1
391,2020-08-18 22:00:00,Chiangmai,21.0,240,2
392,2020-08-19 01:00:00,Chiangmai,21.0,230,3
393,2020-08-19 04:00:00,Chiangmai,22.2,205,2
394,2020-08-19 07:00:00,Chiangmai,23.3,130,1
395,2020-08-19 10:00:00,Chiangmai,25.7,5,1
396,2020-08-19 13:00:00,Chiangmai,23.1,305,3
397,2020-08-19 16:00:00,Chiangmai,22.2,280,2
398,2020-08-19 19:00:00,Chiangmai,21.4,230,1
399,2020-08-19 22:00:00,Chiangmai,20.9,250,1
400,2020-08-20 01:00:00,Chiangmai,21.7,290,2
401,2020-08-20 04:00:00,Chiangmai,22.8,245,1
402,2020-08-20 07:00:00,Chiangmai,25.6,230,1
403,2020-08-20 10:00:00,Chiangmai,26.1,175,3
404,2020-08-20 13:00:00,Chiangmai,23.1,20,1
405,2020-08-20 16:00:00,Chiangmai,22.2,355,3
406,2020-08-20 19:00:00,Chiangmai,21.7,220,1
407,2020-08-20 22:00:00,Chiangmai,21.7,225,1
408,2020-08-21 01:00:00,Chiangmai,21.9,200,3
409,2020-08-21 04:00:00,Chiangmai,22.4,210,3
410,2020-08-21 07:00:00,Chiangmai,25.8,185,5
411,2020-08-21 10:00:00,Chiangmai,26.4,165,5
412,2020-08-21 13:00:00,Chiangmai,23.8,60,1
413,2020-08-21 16:00:00,Chiangmai,22.5,170,2
414,2020-08-21 19:00:00,Chiangmai,22.2,65,0
415,2020-08-21 22:00:00,Chiangmai,22.1,315,1
416,2020-08-22 01:00:00,Chiangmai,22.7,5,5
417,2020-08-22 04:00:00,Chiangmai,27.3,10,6
418,2020-08-22 07:00:00,Chiangmai,27.7,135,2
419,2020-08-22 10:00:00,Chiangmai,27.4,230,3
420,2020-08-22 13:00:00,Chiangmai,24.0,165,4
421,2020-08-22 16:00:00,Chiangmai,23.0,195,3
422,2020-08-22 19:00:00,Chiangmai,22.3,165,2
423,2020-08-22 22:00:00,Chiangmai,22.1,140,1
